Year ,Date,Time,Recorder,Measurer,Bander ,Other Field Crew ,Box_ID,Adult_in_Box,Nest_Status,Gull_Nest_Within_1m,Number_Eggs,Number_Live_Chicks,Number_Dead_Chicks,Egg_Shells,Egg1_New_Prev,Egg1_Weight,Egg1_Width,Egg1_Length,Egg2_New_Prev,Egg2_Weight,Egg2_Width,Egg2_Length,Chick1_Left_Wing_Chord,Chick1_Left_Tarsus,Chick1_Bill_Length,Chick1_Bill_Depth,Chick1_Weight,Chick2_Left_Wing_Chord,Chick2_Left_Tarsus,Chick2_Bill_Length,Chick2_Bill_Depth,Chick2_Weight,Notes,Nest_Box_Photo
2024,6/18/2024,14:10,Eric Wagner,Sarah Converse ,Sarah Converse ,,MS_09,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,52,NA,NA,New,51,38.7,58.8,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_09,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didn’t check due to weather,
2024,7/2/2024,15:01,Alex Coenen,Eric Wagner,,,MS_09,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,51,,,Prev,50,,,,,,,,,,,,,hot eggs,
2024,7/9/2024,10:05,Sarah Converse ,Eric Wagner,,Alex Coenen,MS_09,No,Live Eggs in Box ,No,2,0,0,0,Prev,48,,,Prev,48,,,,,,,,,,,,,both eggs quite cold,
2024,7/16/2024,13:14,Sarah Converse ,Alex Coenen,,,MS_09,No,Live Eggs in Box ,No,2,0,0,0,Prev,48,,,Prev,48,,,,,,,,,,,,,eggs somewhat cold,
2024,7/23/2024,13:16,Nate Redon,Eve Hallock,,,MS_09,No,Live Eggs in Box ,No,2,0,0,0,Prev,49,,,Prev,47,,,,,,,,,,,,,Eggs are moderately cold,
2024,7/31/2024,12:31,Alex Coenen,,,Eric Wagner,MS_09,No,Live Eggs in Box ,No,2,0,0,0,,,,,,,,,,,,,,,,,,,cold eggs - will collect next week,
2024,8/6/2024,12:25,Alex Coenen,,,Timothy Chen,MS_09,No,Empty,No,0,0,0,1,,,,,,,,,,,,,,,,,,,"eggs missing - saw chipmunk around MS07. Egg shell and orange egg fluid near box - signs of predation. Found egg shell broken apart with sharpie mark nearby (AC has photos: IMG_7109, IMG_7111,  IMG_7114, IMG_7117)",
2024,8/15/2024,11:58,Alex Coenen,,,Eve Hallock,MS_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:10,Eric Wagner,,,Alex Coenen,MS_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:42,Alex Coenen,,,Matt Farr,MS_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:40,Alex Coenen,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:33,Sarah Converse ,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_10,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didn’t check due to weather,
2024,7/2/2024,15:16,Alex Coenen,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,10:08,Sarah Converse ,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:17,Sarah Converse ,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:18,Nate Redon,,,,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:32,Alex Coenen,,,Eric Wagner,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:29,Alex Coenen,,,Timothy Chen,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:58,Alex Coenen,,,Eve Hallock,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:09,Eric Wagner,,,Alex Coenen,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:41,Alex Coenen,,,Matt Farr,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_10,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:41,Alex Coenen,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:33,Sarah Converse ,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_11,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didn’t check due to weather,
2024,7/2/2024,15:17,Alex Coenen,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,10:09,Sarah Converse ,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:18,Sarah Converse ,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:18,Nate Redon,,,,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:33,Alex Coenen,,,Eric Wagner,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:29,Alex Coenen,,,Timothy Chen,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:58,Alex Coenen,,,Eve Hallock,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:08,Eric Wagner,,,Alex Coenen,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:41,Alex Coenen,,,Matt Farr,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:42,Alex Coenen,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:33,Sarah Converse ,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_12,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didn’t check due to weather,
2024,7/2/2024,15:18,Alex Coenen,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,10:10,Sarah Converse ,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:30,Sarah Converse ,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:18,Nate Redon,,,,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:34,Alex Coenen,,,Eric Wagner,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:29,Alex Coenen,,,Timothy Chen,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:58,Alex Coenen,,,Eve Hallock,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:06,Eric Wagner,,,Alex Coenen,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:40,Alex Coenen,,,Matt Farr,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_12,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:43,Alex Coenen,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:33,Sarah Converse ,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_13,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didn’t check due to weather,
2024,7/2/2024,15:18,Alex Coenen,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,10:11,Sarah Converse ,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:28,Sarah Converse ,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:18,Nate Redon,,,,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:35,Alex Coenen,,,Eric Wagner,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:30,Alex Coenen,,,Timothy Chen,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:58,Alex Coenen,,,Eve Hallock,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:06,Eric Wagner,,,Alex Coenen,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:39,Alex Coenen,,,Matt Farr,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_13,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:45,Alex Coenen,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:33,Sarah Converse ,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_14,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didn’t check due to weather,
2024,7/2/2024,15:20,Alex Coenen,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,10:13,Sarah Converse ,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:21,Sarah Converse ,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:20,Nate Redon,,,,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:36,Alex Coenen,,,Eric Wagner,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:32,Alex Coenen,,,Timothy Chen,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:59,Alex Coenen,,,Eve Hallock,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:05,Eric Wagner,,,Alex Coenen,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:38,Alex Coenen,,,Matt Farr,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_14,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_15,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_15,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:45,Alex Coenen,,,,MS_15,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:33,Sarah Converse ,,,,MS_15,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_15,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didn’t check due to weather,
2024,7/2/2024,15:20,Alex Coenen,Eric Wagner,,,MS_15,No,Live Eggs in Box ,No,1,0,0,0,New,52,39.2,60.1,,,,,,,,,,,,,,,,
2024,7/9/2024,10:14,Alex Coenen,Sarah Converse,Sarah Converse,Eric Wagner,MS_15,Yes,Live Eggs in Box ,No,1,0,0,0,Prev,54,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:24,Sarah Converse ,Alex Coenen,,,MS_15,Yes,Live Eggs in Box ,No,1,0,0,0,prev,50,,,,,,,,,,,,,,,,,adult got away/no capture. appeared unbanded,
2024,7/23/2024,13:24,Nate Redon,Eve Hallock,Alex Coenen,,MS_15,Yes,Live Eggs in Box ,No,1,0,0,0,Prev,49,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:36,Alex Coenen,,,Eric Wagner,MS_15,Yes,Live Eggs in Box ,No,1,0,0,0,Prev,48,,,,,,,,,,,,,,,,,warm egg!,
2024,8/6/2024,12:33,Alex Coenen,Alex Coenen,,Timothy Chen,MS_15,No,Live Eggs in Box ,No,1,0,0,0,Prev,46,,,,,,,,,,,,,,,,,egg cold - there has been an adult sitting on this egg the past 4 weeks so I did not collect egg. No adult this time - probably realized it is a dead egg. will collect next week,
2024,8/15/2024,11:59,Alex Coenen,,,Eve Hallock,MS_15,No,Dead eggs in box,No,1,0,0,0,,,,,,,,,,,,,,,,,,,collected,
2024,8/20/2024,11:05,Eric Wagner,,,Alex Coenen,MS_15,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:38,Alex Coenen,,,Matt Farr,MS_15,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_15,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_15,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_15,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_15,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,15:20,Sarah Converse ,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,NA,Eric Wagner,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,10:30,Sarah Converse ,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,Amelia DuVall,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/2/2024,16:27,Alex Coenen,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,13:27,Alex Coenen,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,10:36,Alex Coenen,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,11:20,Alex Coenen,,,,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:18,Alex Coenen,,,Eric Wagner,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:04,Alex Coenen,,,Timothy Chen,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,10:53,Alex Coenen,,,Eve Hallock,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,9:56,Eric Wagner,,,Alex Coenen,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:04,Alex Coenen,,,Matt Farr,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,10:45,Sarah Converse,,,Alex Coenen,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,VP_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,15:20,Sarah Converse ,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,NA,Eric Wagner,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,10:30,Sarah Converse ,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,Amelia DuVall,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/2/2024,16:28,Alex Coenen,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,13:27,Alex Coenen,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,10:36,Alex Coenen,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,11:20,Alex Coenen,,,,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:18,Alex Coenen,,,Eric Wagner,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:05,Alex Coenen,,,Timothy Chen,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,10:53,Alex Coenen,,,Eve Hallock,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,9:56,Eric Wagner,,,Alex Coenen,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:04,Alex Coenen,,,Matt Farr,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,10:45,Sarah Converse,,,Alex Coenen,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,VP_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,15:20,Sarah Converse ,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,NA,Eric Wagner,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,10:30,Sarah Converse ,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,Amelia DuVall,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/2/2024,16:29,Alex Coenen,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,13:27,Alex Coenen,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,10:37,Alex Coenen,,,,VP_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
